Age,Fare,SibSp,Parch,Sex_male,Embarked_Q,Embarked_S,Pclass,Target_Survived
-0.08113533197997112,0.5138115038918489,-0.46508427634374117,-0.46618317148792077,1.0,0.0,1.0,2.0,1
-0.08113533197997112,-0.6625632269369692,-0.46508427634374117,-0.46618317148792077,1.0,0.0,1.0,1.0,0
-0.08113533197997112,3.9553985809041556,-0.46508427634374117,-0.46618317148792077,1.0,0.0,1.0,0.0,0
-0.8878271899997933,-0.4678743521312413,-0.46508427634374117,0.7277823612437324,0.0,0.0,1.0,2.0,1
0.11093415802474844,-0.11597681371233177,0.4783345406270387,0.7277823612437324,0.0,0.0,1.0,1.0,1
-0.6573438019941298,-0.48696219079802316,-0.46508427634374117,-0.46618317148792077,1.0,0.0,1.0,2.0,0
-0.2732048219846907,0.5138115038918489,-0.46508427634374117,-0.46618317148792077,1.0,0.0,1.0,2.0,1
-0.08113533197997112,4.075039579498675,-0.46508427634374117,-0.46618317148792077,1.0,0.0,0.0,0.0,0
-0.08113533197997112,-0.5011900954135049,-0.46508427634374117,-0.46618317148792077,1.0,1.0,0.0,2.0,1
0.11093415802474844,-0.2877611150115036,0.4783345406270387,-0.46618317148792077,0.0,0.0,1.0,2.0,0
2.0316290580719443,0.07662982713825477,-0.46508427634374117,-0.46618317148792077,1.0,0.0,0.0,0.0,1
-0.6573438019941298,-0.45798374084431925,0.4783345406270387,-0.46618317148792077,0.0,0.0,1.0,2.0,0
-0.08113533197997112,0.7856304888639273,7.082266259422497,1.9217478939753856,1.0,0.0,1.0,2.0,0
2.0316290580719443,-0.10973011184690733,-0.46508427634374117,-0.46618317148792077,1.0,0.0,1.0,0.0,0
-0.6573438019941298,-0.5001489784359341,-0.46508427634374117,-0.46618317148792077,1.0,0.0,1.0,2.0,0
0.2645897500285241,1.2114473326903592,0.4783345406270387,-0.46618317148792077,0.0,1.0,0.0,0.0,1
-0.6573438019941298,-0.5015378284840135,-0.46508427634374117,-0.46618317148792077,1.0,1.0,0.0,2.0,0
-0.08113533197997112,-0.5116012651892122,-0.46508427634374117,-0.46618317148792077,1.0,0.0,1.0,2.0,0
1.0328677100474024,-0.5282591368303441,-0.46508427634374117,-0.46618317148792077,1.0,0.0,1.0,2.0,0
-0.08113533197997112,-0.13228695228295498,2.3651721745685985,0.7277823612437324,0.0,0.0,1.0,2.0,0
0.03410636202286062,-0.32732356015919156,0.4783345406270387,-0.46618317148792077,1.0,0.0,1.0,2.0,0
0.18776195402663626,0.9260084554177004,-0.46508427634374117,-0.46618317148792077,0.0,0.0,0.0,0.0,1
-0.08113533197997112,0.9865660655350799,-0.46508427634374117,-0.46618317148792077,0.0,0.0,0.0,0.0,1
-0.8109993939979054,-0.44392866164711425,-0.46508427634374117,-0.46618317148792077,1.0,0.0,1.0,1.0,1
-0.42686041398846636,-0.49815419830690855,-0.46508427634374117,-0.46618317148792077,1.0,0.0,1.0,2.0,0
1.186523302051178,-0.38146164299287,-0.46508427634374117,-0.46618317148792077,0.0,0.0,1.0,1.0,1
-0.5036882099903541,-0.49815419830690855,-0.46508427634374117,-0.46618317148792077,1.0,0.0,1.0,2.0,0
0.9560399140455145,-0.48756812087896934,-0.46508427634374117,0.7277823612437324,1.0,0.0,1.0,2.0,0
0.7255565260398511,1.0689871321814448,0.4783345406270387,0.7277823612437324,0.0,0.0,0.0,0.0,1
-1.041482782003569,-0.4949433935480804,-0.46508427634374117,-0.46618317148792077,1.0,0.0,1.0,2.0,1
-0.08113533197997112,-0.49815419830690855,-0.46508427634374117,-0.46618317148792077,1.0,0.0,1.0,2.0,0
2.799907018090822,-0.44392866164711425,-0.46508427634374117,-0.46618317148792077,1.0,0.0,1.0,1.0,0
-0.11954922998091504,-0.10973011184690733,-0.46508427634374117,-0.46618317148792077,1.0,0.0,1.0,0.0,1
1.647490078062505,-0.40176342405549936,-0.46508427634374117,-0.46618317148792077,1.0,0.0,1.0,1.0,0
1.3401788940549537,-0.35022813366574784,-0.46508427634374117,-0.46618317148792077,1.0,0.0,1.0,1.0,0
-0.8878271899997933,-0.4949433935480804,-0.46508427634374117,-0.46618317148792077,1.0,0.0,1.0,2.0,1
0.49507313803418757,-0.3918728127685774,-0.46508427634374117,-0.46618317148792077,1.0,0.0,1.0,1.0,0
0.03410636202286062,-0.3918728127685774,-0.46508427634374117,-0.46618317148792077,0.0,0.0,1.0,1.0,1
-0.580516005992242,-0.058715379945941185,0.4783345406270387,0.7277823612437324,0.0,0.0,1.0,1.0,1
-0.08113533197997112,-0.5011900954135049,-0.46508427634374117,-0.46618317148792077,0.0,1.0,0.0,2.0,0
-0.35003261798657853,-0.3918728127685774,-0.46508427634374117,-0.46618317148792077,1.0,0.0,1.0,1.0,0
-0.08113533197997112,-0.5120343698518817,-0.46508427634374117,-0.46618317148792077,1.0,0.0,0.0,2.0,0
0.18776195402663626,-0.3918728127685774,-0.46508427634374117,-0.46618317148792077,0.0,0.0,1.0,1.0,1
-0.08113533197997112,-0.5006695369247195,-0.46508427634374117,-0.46618317148792077,1.0,0.0,1.0,2.0,1
-0.8109993939979054,-0.4990204076322475,0.4783345406270387,-0.46618317148792077,0.0,0.0,1.0,2.0,1
1.7243178740643927,-0.02748187061881904,-0.46508427634374117,-0.46618317148792077,1.0,0.0,1.0,0.0,1
3.1840459981002613,0.05901829234566822,-0.46508427634374117,-0.46618317148792077,1.0,0.0,0.0,0.0,0
0.18776195402663626,-0.4975461859920073,-0.46508427634374117,-0.46618317148792077,1.0,0.0,1.0,2.0,0
-0.8109993939979054,-0.5032723293686463,-0.46508427634374117,-0.46618317148792077,1.0,0.0,1.0,2.0,0
-0.08113533197997112,-0.33981696389004046,0.4783345406270387,-0.46618317148792077,1.0,1.0,0.0,2.0,0
-0.580516005992242,-0.4577234615999265,-0.46508427634374117,-0.46618317148792077,0.0,0.0,1.0,2.0,0
1.570662282060617,0.5014055539871158,0.4783345406270387,-0.46618317148792077,1.0,0.0,1.0,0.0,0
-1.963416334026223,-0.08161995345249745,2.3651721745685985,1.9217478939753856,1.0,0.0,1.0,2.0,0
0.49507313803418757,1.836117519232802,0.4783345406270387,1.9217478939753856,0.0,0.0,1.0,0.0,1
-0.8109993939979054,0.4431030032431546,0.4783345406270387,-0.46618317148792077,1.0,0.0,1.0,0.0,0
0.03410636202286062,-0.017070700843111658,-0.46508427634374117,-0.46618317148792077,0.0,0.0,0.0,0.0,1
-0.08113533197997112,0.5138115038918489,-0.46508427634374117,-0.46618317148792077,1.0,0.0,1.0,2.0,1
0.03410636202286062,-0.5116012651892122,-0.46508427634374117,-0.46618317148792077,1.0,0.0,1.0,2.0,0
-0.6573438019941298,-0.4949433935480804,-0.46508427634374117,-0.46618317148792077,1.0,0.0,1.0,2.0,0
0.03410636202286062,-0.162827077703015,0.4783345406270387,-0.46618317148792077,1.0,0.0,0.0,1.0,0
-0.8878271899997933,-0.18364941725442976,-0.46508427634374117,0.7277823612437324,0.0,0.0,1.0,1.0,1
-0.8109993939979054,-0.6625632269369692,-0.46508427634374117,-0.46618317148792077,1.0,0.0,1.0,2.0,0
0.6487287300379633,4.075039579498675,-0.46508427634374117,-0.46618317148792077,0.0,0.0,0.0,0.0,1
-1.502449558014896,-0.08161995345249745,2.3651721745685985,1.9217478939753856,1.0,0.0,1.0,2.0,0
-0.08113533197997112,-0.6625632269369692,-0.46508427634374117,-0.46618317148792077,1.0,0.0,1.0,1.0,0
-0.0427214339790272,-0.4447094993802923,0.4783345406270387,0.7277823612437324,0.0,0.0,1.0,2.0,0
-0.08113533197997112,-0.5102998689672489,-0.46508427634374117,-0.46618317148792077,1.0,0.0,1.0,2.0,0
-0.11954922998091504,-0.3325291450470453,0.4783345406270387,-0.46618317148792077,1.0,0.0,1.0,2.0,0
0.7255565260398511,-0.01134455746647263,0.4783345406270387,5.503644492170345,0.0,0.0,1.0,2.0,0
-2.1170719260299986,-0.4447094993802923,-0.46508427634374117,0.7277823612437324,0.0,0.0,1.0,2.0,0
0.03410636202286062,-0.44392866164711425,-0.46508427634374117,-0.46618317148792077,1.0,0.0,1.0,1.0,0
-0.35003261798657853,-0.5121218236779976,-0.46508427634374117,-0.46618317148792077,1.0,0.0,0.0,2.0,0
-1.1951383740073447,0.1638233740098041,3.3085909915393783,0.7277823612437324,1.0,0.0,1.0,2.0,0
0.41824534203229974,0.4201984297365983,0.4783345406270387,-0.46618317148792077,0.0,0.0,1.0,0.0,1
-0.9646549860016811,1.6462864962444193,-0.46508427634374117,1.9217478939753856,1.0,0.0,0.0,0.0,1
-0.08113533197997112,-0.5017106539022903,-0.46508427634374117,-0.46618317148792077,1.0,1.0,0.0,2.0,0
-0.8878271899997933,-0.5220124349649197,-0.46508427634374117,-0.46618317148792077,0.0,1.0,0.0,2.0,0
-0.5036882099903541,-0.5053545633237878,-0.46508427634374117,-0.46618317148792077,0.0,0.0,1.0,2.0,1
1.570662282060617,-0.4949433935480804,-0.46508427634374117,-0.46618317148792077,1.0,0.0,1.0,2.0,0
-0.6573438019941298,4.800698112865479,1.4217533575978185,1.9217478939753856,0.0,0.0,0.0,0.0,1
2.1852846500757197,2.3883426220079627,-0.46508427634374117,-0.46618317148792077,0.0,0.0,0.0,0.0,1
-2.0402441300281104,0.2032129937392154,0.4783345406270387,1.9217478939753856,0.0,0.0,0.0,1.0,1
-1.2719661700092324,-0.25652760568438143,-0.46508427634374117,0.7277823612437324,0.0,0.0,1.0,1.0,1
2.108456854073832,-0.40540733347699703,-0.46508427634374117,-0.46618317148792077,1.0,1.0,0.0,1.0,0
